TN Code,MC,LC,TN Raise Date,Exchange Type,Organization Name,Organization Type,Business Type,Issue Type,Earliest Start Date,Latest End Date,Internship Focus,Primary fow,Background in primary field of work,secondary fow,Background in secondary field of work,Languages,Skills,Workfield,Master Issues,Sub Issues,Link,entry_id
TN-In-IN-BU-2014-4344,INDIA,AIESEC MUMBAI,23-02-2014-04:51:09 PM,Global Internship,Formula Corporate Solutions India Private limited,Company,"Advertising, Public Relations or Marketing",,04-14-2014,04-13-2015,-,Marketing," Introductory Marketing, Market Research & Evaluation, International Marketing",Business Administration," Introduction to Management / Business Administration, Industrial Management, International Management"," English(Good), Japanese(Native)","Marketing / Selling skills,Client Servicing Skills","Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100230715,2632
TN-In-IN-DU-2014-8036,INDIA,AIESEC DELHI UNIVERSITY,25-02-2014-06:26:58 PM,Global Internship,KOPERL STONE  PVT. LTD,Company,Other,,03-04-2014,01-09-2015,-,Marketing," International Marketing, Advertising + Public Relations, Retail + Sales Marketing, Consumer + Buyer Behaviour",-,-," English(None), German(Native)","Marketing / Selling skills,PC User Skills,Mac User Skills,Internet User Skills",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231107,2644
TN-In-IN-JA-2014-8354,INDIA,AIESEC JAIPUR,11-03-2014-09:06:02 AM,Global Internship,Mahaveer Enterprises,Company,"Advertising, Public Relations or Marketing",,03-29-2014,09-28-2014,-,Marketing," Retail + Sales Marketing, Import & Export, International Marketing",-,-, English(Excellent),"Team Management,Leadership skills,PC User Skills,Internet User Skills",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100234236,2661
TN-In-IN-DI-2014-7933,INDIA,AIESEC DELHI IIT,26-02-2014-05:10:27 PM,Global Internship,TIS India Business Consultants Pvt Ltd,Company,Information Technology (Computer) Services,,03-31-2014,12-31-2014,-,Marketing," Consumer + Buyer Behaviour, International Marketing",-,-, English(Excellent),"Organisational Management,Team Management,Project Management,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231274,2663
TN-In-IN-DI-2014-7934,INDIA,AIESEC DELHI IIT,26-02-2014-05:31:29 PM,Global Internship,Tour My India Pvt Ltd,Company,"Hospitality, Tourism & Leisure",,03-31-2014,12-31-2014,-,Marketing," Market Research & Evaluation, Advertising + Public Relations, International Marketing, Consumer + Buyer Behaviour",-,-," English(Excellent), Russian(Excellent)","PC User Skills,Internet User Skills",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231277,2664
TN-In-IN-DI-2014-7935,INDIA,AIESEC DELHI IIT,26-02-2014-05:35:17 PM,Global Internship,Tour My India Pvt Ltd,Company,"Hospitality, Tourism & Leisure",,03-31-2014,12-31-2014,-,Marketing," Market Research & Evaluation, Advertising + Public Relations, International Marketing, Consumer + Buyer Behaviour",-,-," English(Excellent), Russian(Excellent)","PC User Skills,Internet User Skills",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231278,2665
TN-In-IN-DI-2014-7938,INDIA,AIESEC DELHI IIT,26-02-2014-06:49:45 PM,Global Internship,Heka Finance,Company,Financial Services,,02-28-2014,09-23-2014,-,Teaching & Language Education,-,-,-, French(Native),"Internet User Skills,Language Teaching",Teaching & Language Education,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231294,2666
TN-In-IN-DI-2014-7940,INDIA,AIESEC DELHI IIT,27-02-2014-07:26:17 AM,Global Internship,Vocabmonk.com,Company,Information Technology (Computer) Software,,04-25-2014,01-25-2015,-,Teaching & Language Education,-,-,-," Chinese(Excellent), English(Excellent)","PC User Skills,Internet User Skills",Teaching & Language Education,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231439,2668
TN-In-IN-DI-2014-7941,INDIA,AIESEC DELHI IIT,27-02-2014-08:51:38 AM,Global Internship,Vocabmonk.com,Company,Information Technology (Computer) Software,,04-26-2014,01-26-2015,-,Information Technology," Mobile Applications, Software Development and Programming, Mobile Technology, Web Development and Management",-,-, English(None),"HTML,PC User Skills,Internet User Skills,Adobe,Photoshop,Javascript,CSS,HTML 5",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231452,2669
TN-In-IN-DI-2014-7942,INDIA,AIESEC DELHI IIT,27-02-2014-11:02:53 PM,Global Internship,Voicetree technologies pvt. ltd.,Company,"Advertising, Public Relations or Marketing",,04-30-2014,10-31-2014,-,Marketing," Brand & Trademark Management, Market Research & Evaluation, Customer Relationship Management, Product Planning, Development & Control",Business Administration," Organisation Management + Planning, Project Management", English(Excellent),"Organisational Management,Team Management,Project Management,Training/ Facilitating skills,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231607,2671
TN-In-IN-DI-2014-7943,INDIA,AIESEC DELHI IIT,27-02-2014-11:16:56 PM,Global Internship,Voicetree technologies pvt. ltd.,Company,"Advertising, Public Relations or Marketing",,04-30-2014,10-31-2014,-,Marketing," Brand & Trademark Management, Market Research & Evaluation, Customer Relationship Management, Product Planning, Development & Control",Business Administration," Organisation Management + Planning, Project Management", English(Excellent),"Organisational Management,Team Management,Project Management,Training/ Facilitating skills,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231610,2672
TN-In-IN-BA-2014-5961,INDIA,AIESEC BANGALORE,06-03-2014-01:54:33 PM,Global Internship,Strategic Marketing Services,Company,"Advertising, Public Relations or Marketing",,03-31-2014,12-30-2014,-,Marketing," Introductory Marketing, Advertising + Public Relations, International Marketing",Information Technology,-, English(Native),Marketing / Selling skills,"Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100233053,2676
TN-In-IN-DU-2014-8066,INDIA,AIESEC DELHI UNIVERSITY,01-03-2014-06:13:38 AM,Global Internship,Formula Corporate Pvt. Ltd.,Company,"Advertising, Public Relations or Marketing",,03-14-2014,10-11-2014,-,Marketing," Introductory Marketing, Advertising + Public Relations, Market Research & Evaluation","Business Administration,Information Technology",-," English(Good), Japanese(Excellent)","Training/ Facilitating skills,Presentation skills,Marketing / Selling skills,PC User Skills,Client Servicing Skills","Business Administration,Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231891,2680
TN-In-IN-JA-2014-8351,INDIA,AIESEC JAIPUR,03-03-2014-03:26:37 AM,Global Internship,Motisons Jewellers Ltd,Company,Consumer Prod. Manufacturers,,03-14-2014,03-13-2015,-,Business Administration,-,Marketing," Retail + Sales Marketing, Consumer + Buyer Behaviour, Customer Relationship Management, Market Research & Evaluation", English(Excellent),"Leadership skills,Marketing / Selling skills,Client Servicing Skills","Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100232314,2690
TN-In-IN-JA-2014-8352,INDIA,AIESEC JAIPUR,04-03-2014-09:39:59 AM,Global Internship,Motisons Jewellers Ltd,Company,Consumer Prod. Manufacturers,,03-14-2014,09-14-2014,-,Arts & Architecture," Arts, Fashion & Design",Business Administration, Industrial Management, English(Excellent),"3D Max,Corel Draw,Photoshop","Business Administration,Arts & Architecture",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100232477,2691
TN-In-IN-BU-2014-4360,INDIA,AIESEC MUMBAI,03-03-2014-10:32:36 AM,Global Internship,Birds Eye Systems Pvt Ltd,Company,Information Technology (Computer) Services,,04-30-2014,04-29-2015,-,Marketing," Advertising + Public Relations, Consumer + Buyer Behaviour",Communication & Journalism,-, English(Excellent),"Marketing / Selling skills,PC User Skills,Internet User Skills","Marketing,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100232355,2692
TN-In-IN-DI-2014-7945,INDIA,AIESEC DELHI IIT,04-03-2014-02:53:06 PM,Global Internship,Ace data devices pvt ltd,Company,Information Technology (Computer) Services,,03-31-2014,03-30-2015,-,Marketing," Market Research & Evaluation, International Marketing",Information Technology,-," English(Excellent), French(Excellent), German(Excellent), Spanish(Excellent)","Team Management,Marketing / Selling skills","Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100232510,2704
TN-In-IN-DI-2014-7946,INDIA,AIESEC DELHI IIT,04-03-2014-03:10:08 PM,Global Internship,Ace data devices pvt ltd,Company,Information Technology (Computer) Services,,03-31-2014,03-30-2015,-,Marketing," Market Research & Evaluation, International Marketing",Information Technology,-," English(Excellent), French(Excellent), German(Excellent), Spanish(Excellent)","Team Management,Marketing / Selling skills","Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100232515,2705
TN-In-IN-BU-2014-4371,INDIA,AIESEC MUMBAI,04-03-2014-10:10:19 AM,Global Internship,Excel Industries Ltd.,Company,Environmental Services & Equip.,,04-14-2014,10-14-2014,-,Marketing," International Marketing, Advertising + Public Relations, Retail + Sales Marketing, Consumer + Buyer Behaviour","Engineering,Nature & Life Science", Environmental Engineering, English(Excellent),"Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills,Waste & Water Management","Marketing,Engineering,Nature & Life Science",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100232478,2706
TN-In-IN-JO-2014-10,INDIA,AIESEC JODHPUR,05-03-2014-04:30:47 PM,Global Internship,Alok international Education,Company,Education (Others),,04-09-2014,07-09-2014,-,Teaching & Language Education," Introductory Teaching, Foreign Languages Education",Cultural Education, Bilingual and Cross Cultural Education," English(Good), French(Excellent)","Community Development,Training/ Facilitating skills,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100232937,2710
TN-In-IN-DI-2014-7953,INDIA,AIESEC DELHI IIT,06-03-2014-12:12:47 PM,Global Internship,Hayakawa Electronics India Pvt Ltd.,Company,Electronics,,03-24-2014,09-24-2014,-,Marketing," Advertising + Public Relations, Customer Relationship Management",Business Administration, Organisation Management + Planning," English(Good), Japanese(Native)","PC User Skills,Internet User Skills","Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100233039,2712
TN-In-IN-BU-2014-4380,INDIA,AIESEC MUMBAI,07-03-2014-06:34:45 PM,Global Internship,India Forex Advisors Private Limited,Company,"Advertising, Public Relations or Marketing",,05-31-2014,05-30-2015,-,Marketing," Customer Relationship Management, Market Research & Evaluation, Retail + Sales Marketing",Business Administration, Introduction to Management / Business Administration, English(Excellent),"Training/ Facilitating skills,Leadership skills,Financial Management skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100233296,2714
TN-In-IN-BU-2014-4379,INDIA,AIESEC MUMBAI,06-03-2014-07:32:46 PM,Global Internship,SKP Crossborder Consultancy,Company,"Consulting, Audit and Professional Services",,03-31-2014,03-30-2015,-,Business Administration, Introduction to Management / Business Administration,"Finance,Marketing"," Introductory Marketing, Customer Relationship Management"," English(Excellent), Japanese(Native)","Organisational Management,Windows Operating Systems,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Business Administration,Finance,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100233102,2725
TN-In-IN-DI-2014-7954,INDIA,AIESEC DELHI IIT,07-03-2014-07:47:51 AM,Global Internship,Pinnacle Works,Company,Consumer Prod. Manufacturers,,03-07-2014,07-08-2015,-,Marketing," Product Planning, Development & Control","Other Technical Subjects,Arts & Architecture",-, English(Excellent),"Leadership skills,Internet User Skills,3D Max,Auto-CAD,Corel Draw,Photoshop,Material Science","Marketing,Other Technical Subjects,Arts & Architecture",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100233181,2728
TN-In-IN-DU-2014-8119,INDIA,AIESEC DELHI UNIVERSITY,07-03-2014-03:23:40 PM,Global Internship,ARVICON INTERNATIONAL,Company,"Advertising, Public Relations or Marketing",,03-14-2014,10-07-2014,-,Marketing," International Marketing, Market Research & Evaluation, Introductory Marketing, Import & Export","Accounting,Business Administration",-," English(Good), Greek(Basic)","X-Windows,Windows Operating Systems,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Accounting,Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100233235,2730
TN-In-IN-DU-2014-8120,INDIA,AIESEC DELHI UNIVERSITY,07-03-2014-03:23:40 PM,Global Internship,ARVICON INTERNATIONAL,Company,"Advertising, Public Relations or Marketing",,03-14-2014,10-07-2014,-,Marketing," International Marketing, Market Research & Evaluation, Introductory Marketing, Import & Export","Accounting,Business Administration",-," English(Good), Spanish(None)","X-Windows,Windows Operating Systems,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Accounting,Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100233236,2731
TN-In-IN-DU-2014-8121,INDIA,AIESEC DELHI UNIVERSITY,07-03-2014-03:23:40 PM,Global Internship,ARVICON INTERNATIONAL,Company,"Advertising, Public Relations or Marketing",,03-14-2014,10-07-2014,-,Marketing," International Marketing, Market Research & Evaluation, Introductory Marketing, Import & Export","Accounting,Business Administration",-," English(Good), Japanese(Basic)","X-Windows,Windows Operating Systems,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Accounting,Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100233237,2732
